price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
12345,2011.0,31,0,5,2,159454.0,0,0,2,3,8,36
16900,1992.0,13,0,6,0,32000.0,0,0,0,10,0,9
6500,2007.0,13,2,6,2,187400.0,0,0,0,10,9,26
3100,2009.0,21,2,3,2,134000.0,0,0,1,9,9,34
26990,2014.0,13,2,6,2,96025.0,0,0,2,10,10,42
7900,1991.0,7,0,6,2,197000.0,0,0,0,0,0,3
1000,2005.0,13,1,5,2,185000.0,0,0,1,0,8,35
5200,2013.0,31,2,5,2,157000.0,0,0,0,0,1,40
7500,2013.0,13,0,3,2,152000.0,0,0,0,4,9,23
4000,2002.0,13,1,6,2,154563.0,0,0,0,8,0,23
10995,2008.0,23,0,5,2,113342.0,0,0,0,0,0,23
36000,2013.0,13,3,6,2,400.0,0,0,2,2,1,17
14500,2017.0,39,0,3,2,41200.0,0,0,1,9,0,15
12500,2004.0,4,1,5,2,62000.0,5,1,2,2,3,27
2350,2001.0,39,3,5,2,202141.0,0,0,1,3,5,34
25000,2016.0,10,0,5,2,38000.0,0,0,1,5,9,31
11990,2015.0,13,0,5,2,186000.0,0,0,2,0,10,1
16590,2011.0,39,2,5,2,90824.0,0,2,1,11,10,48
4500,2007.0,39,0,3,2,224463.0,0,0,1,9,3,4
11500,2003.0,13,0,6,0,61598.0,0,0,2,10,3,38
10977,2012.0,13,2,6,2,130278.0,0,0,2,11,10,9
43900,2018.0,13,3,5,2,23000.0,0,0,0,8,5,12
10995,2015.0,21,2,5,2,96500.0,0,0,1,9,9,4
6000,2011.0,37,2,3,2,157000.0,0,0,0,0,1,15
4990,2013.0,8,0,3,2,99188.0,0,0,1,9,1,45
9995,2008.0,24,2,6,2,113379.0,0,0,1,9,3,43
6999,2008.0,23,0,5,2,158327.0,0,0,1,0,4,7
6550,2012.0,10,2,3,2,70954.0,0,0,1,12,8,16
2000,2002.0,10,2,5,2,15460.0,0,0,1,5,1,5
7800,2011.0,17,0,3,2,94228.0,0,0,2,9,8,27
22500,2012.0,13,0,5,2,73500.0,0,0,0,8,8,48
14000,2016.0,21,3,3,2,13500.0,0,0,1,9,3,1
35995,2014.0,34,2,5,2,82493.0,0,0,0,10,2,1
34590,2018.0,39,2,5,2,31248.0,0,2,0,8,0,9
2900,2004.0,14,2,5,2,200000.0,0,0,0,0,0,22
7499,2012.0,5,0,5,2,170877.0,0,0,1,0,2,27
29793,2016.0,7,3,5,2,37355.0,0,0,0,10,10,21
9995,2011.0,39,0,3,2,52531.0,0,1,1,9,2,21
10900,2007.0,39,0,3,2,0.0,0,0,2,10,3,4
7950,2011.0,14,0,5,2,118246.0,5,0,1,0,10,24
1250,2006.0,13,2,3,2,224000.0,0,1,1,9,2,47
14000,2003.0,13,2,6,0,250000.0,0,0,0,8,4,47
4500,2003.0,16,2,3,2,162000.0,0,0,1,9,0,43
11490,2006.0,32,3,3,2,35577.0,0,0,2,2,8,15
4800,2005.0,8,2,5,2,136850.0,0,0,1,5,4,9
9995,2000.0,4,0,5,2,122312.0,0,1,2,2,9,19
10950,2014.0,16,0,3,2,55000.0,4,0,1,9,5,35
18500,2017.0,31,0,5,2,67000.0,0,0,0,0,10,42
3900,2008.0,20,2,5,2,190993.0,0,0,0,0,9,34
8500,1990.0,13,0,5,0,125000.0,0,1,2,10,8,37
12490,2006.0,13,2,6,0,205944.0,0,0,2,10,10,35
9500,2009.0,13,0,6,2,86000.0,0,0,2,8,10,34
31550,2019.0,41,3,3,2,89720.0,0,0,0,0,10,45
2200,2003.0,32,0,3,2,144000.0,0,0,1,9,11,15
5500,2006.0,31,2,6,2,168825.0,0,0,0,0,10,38
13900,2014.0,37,0,3,2,113145.0,0,0,0,12,1,22
10990,2011.0,13,2,6,2,194698.0,0,0,2,10,10,12
17950,2016.0,13,0,5,2,47000.0,0,0,0,0,10,12
5000,2003.0,37,4,5,2,135889.0,0,0,0,12,4,9
3600,2004.0,25,2,5,2,140800.0,0,1,1,12,1,14
12595,2013.0,41,0,5,2,118912.0,0,0,0,0,1,19
12900,2013.0,18,2,5,2,116000.0,0,0,1,0,10,9
15900,2018.0,21,0,3,2,26400.0,1,0,1,9,5,7
18800,2004.0,7,0,6,2,63000.0,0,0,2,3,1,4
34990,2018.0,13,2,6,2,6487.0,0,2,2,3,1,45
27990,2015.0,13,2,6,0,53628.0,0,0,0,10,10,20
2250,2003.0,13,1,5,2,143455.0,0,0,1,9,5,41
9695,2010.0,13,2,5,2,142786.0,0,0,0,0,9,23
9500,2011.0,13,2,6,2,180624.0,0,0,0,10,10,35
6999,2009.0,17,2,5,2,132059.0,0,0,1,0,4,20
16999,2013.0,13,0,6,2,95936.0,0,0,0,10,10,14
11500,2011.0,16,3,3,2,15544.0,0,0,1,9,9,19
4990,2013.0,13,0,3,2,164000.0,0,0,1,9,10,45
2900,2002.0,13,1,5,2,130000.0,5,0,1,5,8,41
62000,2017.0,7,3,6,2,3621.0,1,0,2,3,0,35
27950,2015.0,7,2,6,2,101958.0,0,0,0,10,0,9
15000,2011.0,39,0,5,2,141136.0,0,0,2,0,8,43
8988,2014.0,31,0,5,2,114354.0,0,0,1,0,0,9
5995,2010.0,10,2,5,2,128480.0,0,0,1,0,10,2
10995,2011.0,40,0,3,0,64287.0,0,0,1,12,8,37
25444,2006.0,13,0,6,0,69000.0,0,0,2,11,10,4
4200,1997.0,20,2,5,2,191000.0,0,0,0,4,8,24
2300,2004.0,13,2,5,2,188000.0,0,0,1,9,5,16
9300,2008.0,16,2,5,2,92000.0,0,0,0,0,1,16
3750,2004.0,13,0,5,2,128000.0,0,0,0,0,4,14
17900,2015.0,4,3,3,2,46515.0,0,0,0,9,8,4
29900,2009.0,13,0,3,0,208455.0,0,0,2,10,10,39
40590,2019.0,13,2,5,2,4142.0,0,0,0,8,0,10
10500,2008.0,7,2,6,2,121000.0,0,0,0,0,1,14
27990,2012.0,13,2,6,0,132417.0,0,0,0,10,10,42
4500,2007.0,39,2,3,2,166500.0,0,0,1,9,3,16
9600,1995.0,32,0,6,2,93146.0,0,0,2,2,0,42
7495,2005.0,10,2,6,2,126950.0,0,0,0,10,1,5
4000,2009.0,32,2,5,2,131000.0,5,0,1,9,10,4
29980,2015.0,14,0,6,2,124181.0,0,0,0,0,8,48
9500,2000.0,7,2,6,2,203092.0,0,0,2,10,0,4
5995,2011.0,14,0,5,2,128562.0,0,0,1,0,1,43
11995,2014.0,37,0,3,2,73.0,4,0,0,0,1,21
6999,2008.0,7,3,5,2,116000.0,0,0,0,0,9,48
7499,2005.0,26,2,5,2,109385.0,0,0,2,2,9,9
9349,2010.0,24,0,5,2,106271.0,0,0,0,9,9,23
24999,2013.0,13,0,6,2,113480.0,0,0,2,3,0,44
27595,2019.0,20,2,3,2,8299.0,0,0,0,7,8,31
16999,2014.0,18,0,5,2,90000.0,0,0,2,9,10,4
18988,2013.0,14,2,6,2,104059.0,0,0,0,11,10,23
39900,2017.0,13,0,6,0,76640.0,0,0,0,8,10,48
18495,2017.0,7,2,5,2,75067.0,0,0,2,3,8,48
13250,2015.0,39,3,5,2,116000.0,0,0,0,0,0,30
4800,2007.0,16,0,3,2,202000.0,0,1,1,3,1,15
5500,2002.0,14,2,6,2,183000.0,0,0,0,0,2,32
8990,2007.0,39,0,5,2,79958.0,0,0,1,0,4,43
7500,2007.0,26,0,5,0,143750.0,0,0,0,0,9,34
10900,2006.0,26,3,5,2,52000.0,0,0,2,9,9,9
8295,2013.0,3,0,3,2,132000.0,0,0,0,9,9,12
17990,2008.0,13,2,5,0,37177.0,0,0,2,10,10,8
8295,2010.0,31,2,5,2,124823.0,0,0,2,9,3,8
6995,2008.0,29,0,5,2,94079.0,0,0,0,0,8,34
3000,2007.0,16,0,3,2,130000.0,0,0,1,3,1,4
2500,2013.0,13,0,3,2,89993.0,0,0,1,0,10,43
2900,2005.0,39,2,3,2,167666.0,0,1,1,0,1,34
2600,2006.0,16,2,5,2,193600.0,0,0,1,0,9,9
15990,2013.0,24,2,5,2,83134.0,0,0,1,0,10,10
6000,2005.0,10,2,6,2,230686.0,0,0,0,8,9,4
6500,2008.0,3,0,3,2,121000.0,0,0,0,9,0,34
10900,2012.0,39,0,3,2,124732.0,0,0,1,10,9,25
19900,2011.0,23,3,5,2,49000.0,0,0,2,9,10,32
16900,2011.0,13,0,6,0,169100.0,0,0,0,10,10,27
4000,1999.0,7,0,6,2,209510.0,0,0,0,0,3,36
8995,2014.0,7,0,3,2,76500.0,0,0,1,9,8,38
14500,2013.0,10,0,6,2,22000.0,0,0,2,10,0,34
7995,2007.0,17,2,5,2,124882.0,0,0,1,9,0,16
14995,2009.0,31,0,6,2,134299.0,0,0,0,8,0,4
10950,2005.0,23,3,6,2,79891.0,0,0,2,9,10,4
16495,2016.0,21,0,3,2,35372.0,0,0,1,0,8,35
5500,2002.0,13,0,3,2,81000.0,0,0,1,2,1,38
14950,2012.0,13,0,5,2,171840.0,0,0,0,8,5,43
1950,2002.0,26,1,3,2,200000.0,0,0,1,9,0,33
6950,2007.0,16,2,3,2,202934.0,0,0,0,0,9,1
10000,2005.0,34,2,6,2,110000.0,0,0,1,8,2,10
29990,2011.0,13,2,5,0,54611.0,0,0,2,10,10,14
5800,2011.0,4,2,5,2,105000.0,0,0,0,9,10,17
1800,2005.0,31,1,5,2,170000.0,0,0,1,0,1,5
4500,2004.0,5,2,5,2,151000.0,0,0,2,0,2,5
4900,2003.0,39,2,5,2,161916.0,0,0,0,0,9,5
17000,2010.0,7,2,6,2,148400.0,0,1,0,10,9,36
28300,2019.0,13,0,5,2,9853.0,0,0,2,11,10,10
13800,2018.0,21,3,3,2,20620.0,0,0,1,9,10,38
8000,2005.0,20,2,5,2,145000.0,0,1,0,0,0,34
7450,2008.0,13,2,5,2,100369.0,0,0,1,9,2,9
9995,2014.0,21,0,3,2,83163.0,0,0,1,9,0,9
3000,2006.0,16,2,5,2,233238.0,0,0,1,9,5,5
11999,2013.0,17,0,3,2,78587.0,0,1,1,3,10,5
33980,2017.0,39,3,5,2,42000.0,0,1,0,10,6,35
2000,2006.0,25,2,3,2,154000.0,0,0,1,4,1,15
10000,2002.0,4,0,5,2,150000.0,0,1,2,2,1,17
7000,2003.0,13,1,6,2,195500.0,0,0,0,8,1,8
17999,2016.0,16,0,5,2,78662.0,0,0,1,9,0,4
15000,2014.0,31,0,5,2,84097.0,0,0,0,0,5,15
2500,1996.0,13,2,5,2,93600.0,0,0,2,3,10,10
12000,2013.0,24,0,6,2,67500.0,0,0,2,3,10,34
14900,2016.0,17,3,5,2,22875.0,0,0,1,9,5,34
23950,2018.0,13,0,3,2,42663.0,0,0,1,0,0,22
11900,2015.0,7,3,3,2,89255.0,0,0,1,0,10,42
46000,2018.0,13,0,5,2,39000.0,1,0,2,0,10,10
13500,2013.0,13,2,5,2,78010.0,1,0,1,0,9,34
6800,2006.0,16,2,3,2,77400.0,0,0,1,9,1,31
13999,2015.0,17,0,3,2,63470.0,0,0,1,9,10,9
15990,2006.0,34,2,5,0,234962.0,0,0,0,10,0,48
1500,2008.0,40,1,4,2,140000.0,0,0,1,9,0,34
8495,2010.0,37,0,5,2,85000.0,4,0,0,12,5,19
7500,2013.0,13,0,6,2,20700.0,0,0,2,9,1,34
5995,2012.0,16,2,5,2,242550.0,0,0,1,9,5,24
11900,2015.0,13,0,3,2,103580.0,5,0,1,11,1,4
9900,2015.0,39,0,3,2,58244.0,0,0,1,9,0,9
6500,2007.0,16,5,3,2,105000.0,5,0,1,9,1,4
3995,2004.0,39,0,3,2,214300.0,0,0,1,9,1,22
31999,2013.0,20,3,5,2,73465.0,0,0,0,6,10,3
5000,1981.0,25,1,7,2,53009.0,0,1,2,4,9,20
11999,2010.0,7,3,4,2,169000.0,0,0,0,10,1,40
7050,2009.0,16,3,5,2,963400.0,0,0,1,5,9,31
30000,2019.0,31,0,5,2,3997.0,0,0,2,10,1,12
14990,2008.0,14,0,6,0,282511.0,0,0,0,8,1,48
2500,2003.0,26,2,5,2,190000.0,0,0,2,9,2,41
4300,2012.0,31,2,3,2,185000.0,0,0,1,9,0,27
8800,2006.0,39,0,5,2,126000.0,0,0,1,0,9,42
24000,2014.0,20,0,5,2,89000.0,0,0,0,6,0,34
12888,2016.0,31,0,3,2,92000.0,0,0,1,0,1,9
2200,2000.0,10,2,5,2,154000.0,0,0,1,11,9,48
2700,2003.0,16,2,5,2,181000.0,0,0,1,5,3,7
6995,2010.0,17,2,3,2,131930.0,0,0,1,9,3,16
9799,2013.0,31,0,5,2,100330.0,4,0,0,0,1,31
7450,2008.0,27,0,5,2,123000.0,0,0,0,0,0,12
2995,2000.0,39,2,3,2,179923.0,0,0,2,9,10,9
20000,2013.0,19,0,5,2,80000.0,0,1,2,7,1,29
28900,2016.0,4,3,3,2,45390.0,0,0,0,0,5,44
16495,2017.0,10,3,3,2,8256.0,0,0,1,0,0,48
3200,2005.0,28,0,3,2,154523.0,0,1,1,4,4,6
12700,2017.0,37,0,3,2,65000.0,0,0,0,9,9,46
5950,2006.0,41,0,4,2,160325.0,0,0,0,12,0,42
10499,2013.0,4,2,3,2,106691.0,0,0,0,9,0,38
11950,2016.0,14,0,5,2,81000.0,4,0,1,0,8,43
48000,2013.0,13,0,6,2,4200.0,0,0,2,3,0,6
17900,2015.0,20,2,5,2,77113.0,0,0,0,0,5,48
12500,2013.0,32,2,6,2,104000.0,0,0,2,3,3,35
10000,2013.0,40,1,3,2,150000.0,0,1,2,2,11,4
14995,2018.0,10,0,3,2,34500.0,0,0,1,0,5,41
2200,2000.0,13,2,2,2,98000.0,0,0,1,9,10,24
1700,2007.0,7,1,5,2,211108.0,0,0,1,0,5,34
11600,2017.0,7,0,3,2,56575.0,0,0,1,4,9,10
3500,2001.0,13,2,5,0,327000.0,0,1,2,7,10,17
34900,2017.0,39,0,5,2,13349.0,0,0,0,0,0,34
34999,2007.0,13,0,5,0,56032.0,0,0,2,10,10,45
24500,2003.0,13,0,6,2,64534.0,0,0,2,3,0,20
14995,2015.0,21,0,3,2,51000.0,0,0,1,0,1,3
2800,2002.0,6,2,6,2,140000.0,0,0,1,9,1,15
5500,2010.0,14,2,3,2,114707.0,0,0,0,11,0,15
5900,2006.0,4,2,5,2,158000.0,0,0,0,9,3,37
41000,2017.0,7,0,6,2,22000.0,0,0,2,3,5,4
5700,1989.0,10,1,5,2,999999.0,0,0,2,10,8,42
7995,2003.0,4,3,6,2,125000.0,0,0,0,0,0,4
16000,1994.0,7,0,6,2,30939.0,0,0,2,3,0,15
27995,2019.0,10,0,5,2,33078.0,0,0,2,9,8,43
10900,2013.0,4,0,5,2,95000.0,0,0,0,0,5,12
21950,2012.0,13,0,6,2,167132.0,0,0,0,10,10,28
15990,2007.0,20,0,5,2,94684.0,0,0,0,0,4,28
11598,2017.0,13,0,2,2,33032.0,0,0,1,9,9,33
7900,2010.0,7,0,5,2,151500.0,0,0,0,0,10,22
5900,2008.0,36,2,3,2,143000.0,0,0,1,0,9,22
5500,2006.0,7,2,6,2,200000.0,0,0,0,0,9,42
12500,2016.0,10,0,5,2,83822.0,0,0,1,11,9,38
12795,2014.0,37,2,3,2,143515.0,0,0,0,12,5,31
7995,2011.0,21,0,3,2,49000.0,5,0,1,0,3,30
26500,2002.0,13,0,6,2,70000.0,0,0,2,3,8,35
21995,2013.0,7,0,6,2,16650.0,0,0,0,8,10,32
6500,1996.0,7,0,5,2,130.0,0,1,0,8,1,47
13000,2011.0,13,2,6,2,160000.0,0,0,0,10,10,43
2000,2015.0,31,3,3,2,68000.0,0,0,0,0,1,19
16995,2017.0,7,3,3,2,40112.0,0,0,0,0,0,48
3450,2004.0,17,0,3,2,195000.0,0,0,1,9,10,3
5500,2011.0,31,2,3,2,84000.0,0,0,1,9,0,43
14281,2015.0,8,2,3,2,64147.0,0,0,1,9,8,4
12000,2005.0,13,3,6,2,87765.0,0,1,2,3,11,4
4000,2005.0,39,0,3,2,268452.0,0,0,1,9,8,38
14995,2010.0,4,4,6,2,11900.0,0,0,2,9,1,7
7995,2013.0,7,0,3,2,123384.0,0,0,1,0,9,43
15500,2013.0,13,2,6,2,128500.0,0,0,0,8,1,19
18900,2011.0,35,0,6,2,82300.0,0,0,0,0,0,14
4000,2005.0,41,3,3,2,175899.0,0,0,1,12,0,35
15995,2007.0,13,0,6,0,171246.0,0,0,0,10,6,14
16500,2018.0,39,5,3,3,34000.0,5,0,1,4,8,4
27591,2019.0,7,2,5,2,4357.0,0,0,2,3,10,43
7995,2012.0,31,0,3,2,105878.0,0,0,1,9,0,42
12500,2008.0,7,0,6,2,148817.0,0,2,0,0,9,25
10500,2007.0,13,0,3,2,71600.0,0,1,2,2,8,22
9750,2013.0,31,0,3,2,73903.0,0,0,1,9,5,34
1500,2011.0,21,5,3,2,67500.0,0,0,1,9,9,19
6500,2012.0,13,2,3,2,108000.0,0,0,0,9,5,0
8500,2014.0,40,0,3,2,92225.0,0,0,1,9,1,45
6999,2008.0,17,0,3,2,95770.0,0,0,2,9,9,9
5000,2016.0,31,0,3,2,61498.0,5,0,1,9,10,4
11988,2009.0,16,2,0,2,112327.0,0,0,0,0,9,13
6100,2008.0,20,2,5,2,156000.0,0,0,0,0,0,35
5500,2012.0,21,0,3,2,138028.0,0,0,1,4,0,31
13500,2010.0,13,0,6,2,164250.0,0,0,2,10,5,18
59990,2017.0,13,0,6,0,71012.0,0,0,0,8,5,9
3000,2014.0,7,0,3,2,121354.0,0,1,1,9,8,0
2695,2001.0,7,2,5,2,137753.0,0,0,1,9,3,31
20000,2016.0,20,2,5,2,165127.0,0,0,0,0,10,42
35000,2018.0,39,3,5,2,22600.0,0,0,0,10,9,3
9499,2013.0,37,3,3,2,114000.0,0,0,0,9,10,46
4300,2001.0,13,1,6,2,218000.0,0,0,0,10,1,14
75000,2018.0,7,0,6,2,16016.0,0,0,2,3,1,9
14750,2018.0,31,3,3,2,39016.0,0,0,1,9,9,2
1500,2003.0,10,1,6,2,170000.0,0,0,0,0,1,4
8450,2000.0,34,2,6,2,69900.0,0,0,2,11,10,47
10600,2017.0,31,2,3,2,38000.0,0,0,1,9,0,7
3995,2008.0,31,0,3,2,118888.0,0,0,1,9,0,36
14200,2018.0,17,3,3,2,43000.0,0,0,1,9,5,45
4500,1997.0,31,1,3,2,187000.0,0,1,0,10,6,27
15875,2016.0,6,0,3,2,35.0,4,0,0,9,1,12
6300,2007.0,10,3,5,2,170000.0,0,0,0,0,9,14
6000,2006.0,16,2,3,2,186000.0,0,0,1,0,0,4
19980,2004.0,20,0,5,2,57136.0,0,0,0,0,9,42
12000,2011.0,16,0,5,2,60000.0,0,1,1,3,0,37
23500,2009.0,31,0,5,2,41646.0,0,1,2,3,9,4
39900,2018.0,14,3,6,0,27128.0,0,0,0,10,0,30
9950,2013.0,6,2,3,2,131589.0,0,0,0,9,0,1
30990,2019.0,10,2,6,2,22974.0,0,2,2,3,10,48
4450,2005.0,13,2,5,2,74990.0,0,0,2,10,10,49
4000,2008.0,13,2,5,2,170000.0,0,0,1,0,5,9
20995,2010.0,4,0,6,2,60000.0,0,0,2,3,1,36
8995,2012.0,5,3,3,2,65120.0,0,0,1,0,1,17
21950,2016.0,31,0,5,2,65479.0,0,0,0,10,5,1
10200,2012.0,16,0,3,2,79500.0,0,0,1,9,9,27
19250,2002.0,13,0,6,2,36512.0,0,0,2,2,10,40
9195,2005.0,39,2,6,2,155249.0,0,0,0,0,9,46
9500,2008.0,13,0,4,2,189999.0,0,0,0,0,6,6
10900,2007.0,6,0,6,2,246103.0,0,0,0,0,0,27
11500,2007.0,24,0,6,2,168828.0,0,0,2,8,9,10
16997,2015.0,31,0,3,2,49199.0,0,0,1,0,0,14
6500,2006.0,16,2,5,2,230000.0,4,0,0,8,8,29
1600,2004.0,5,1,3,2,202000.0,0,0,2,0,10,15
4799,2010.0,39,0,3,2,156000.0,0,0,1,9,0,6
54999,2018.0,34,2,5,0,24916.0,0,1,0,8,10,6
10490,2017.0,21,2,3,2,47578.0,0,1,1,0,0,9
7500,1994.0,20,0,5,2,199000.0,0,0,0,6,5,5
4500,2010.0,21,2,3,2,111000.0,0,0,1,4,1,41
69995,2017.0,14,3,6,0,25550.0,0,0,0,10,10,32
9750,2013.0,7,3,3,2,78000.0,0,0,1,0,5,22
4500,2009.0,25,0,3,2,140000.0,0,0,1,4,10,4
18950,2017.0,24,0,5,2,45000.0,0,0,0,9,5,12
4995,1994.0,13,0,3,2,137877.0,0,0,2,10,1,27
14500,2017.0,20,0,3,2,39043.0,0,0,0,0,0,27
2450,1993.0,24,2,6,2,210000.0,0,0,2,7,10,13
19950,2006.0,13,0,6,2,164500.0,0,0,2,11,5,4
11990,2013.0,21,0,5,2,115607.0,0,0,0,0,9,14
8500,2005.0,6,0,6,2,95000.0,0,0,0,9,5,23
18470,2016.0,13,0,5,2,84894.0,0,0,2,11,10,45
7995,2005.0,13,0,0,2,67000.0,0,0,2,1,2,40
5495,2011.0,31,2,3,2,119000.0,0,0,1,9,0,34
4950,2010.0,25,3,3,2,150000.0,0,0,1,4,10,14
2900,2001.0,0,2,5,2,230582.0,0,0,1,3,8,31
22590,2018.0,16,2,5,2,78319.0,0,2,1,11,0,35
3300,2002.0,39,0,5,2,171000.0,0,0,1,5,1,15
5595,2004.0,26,0,5,2,117821.0,0,0,2,12,1,40
7500,2009.0,40,0,4,2,115000.0,0,0,1,4,9,4
19996,2014.0,13,0,5,2,96514.0,0,0,0,0,8,50
15000,2013.0,16,3,5,2,45000.0,0,0,1,9,3,9
34990,2015.0,13,2,5,0,118058.0,0,0,2,10,10,40
5999,2014.0,13,2,3,2,108000.0,0,0,1,9,0,22
44500,2015.0,7,0,7,0,115000.0,0,0,0,8,10,2
34985,2019.0,13,0,5,2,4974.0,0,0,0,8,5,20
24500,2015.0,23,0,5,2,41600.0,0,0,0,0,8,15
5500,2007.0,16,0,3,2,113095.0,0,0,1,9,9,43
20490,2016.0,13,2,6,2,67124.0,0,0,2,10,10,15
7500,2012.0,13,0,3,2,40610.0,0,0,1,4,6,27
8995,2012.0,17,0,5,2,95919.0,0,0,1,0,0,18
9000,2006.0,4,0,5,2,142000.0,0,1,0,12,9,26
19000,2012.0,39,2,5,2,129000.0,1,1,0,10,5,22
27990,2015.0,13,2,6,0,53628.0,0,0,0,10,10,42
1200,1995.0,39,1,5,2,200000.0,0,0,0,0,4,9
6500,2007.0,8,2,6,2,129881.0,0,0,0,0,0,31
34788,2018.0,20,3,5,2,17579.0,0,0,0,0,11,48
42700,2019.0,20,3,5,2,17775.0,0,0,2,0,10,25
2950,2003.0,16,2,3,2,160.0,0,0,1,9,9,38
3500,2007.0,39,2,3,2,247000.0,0,0,1,9,5,27
4750,2006.0,31,2,5,2,145675.0,0,0,0,0,0,16
8000,2004.0,40,0,5,2,150000.0,0,1,0,4,9,29
15990,2015.0,8,2,5,2,100619.0,0,0,1,11,9,45
14995,2018.0,7,3,3,2,32800.0,0,1,1,9,0,11
4200,2002.0,16,0,3,2,112610.0,0,0,1,9,9,47
6995,2015.0,31,2,3,2,46000.0,4,0,1,4,1,12
3000,2004.0,40,2,3,2,170155.0,0,0,1,9,8,17
2600,1999.0,16,2,3,2,230000.0,0,1,1,9,9,45
33999,2004.0,13,0,6,2,22561.0,0,1,2,2,9,4
30900,2017.0,35,0,3,2,45657.0,0,0,0,0,10,4
7650,2016.0,13,0,3,2,72034.0,0,0,1,4,0,4
12500,2012.0,7,2,6,2,120000.0,0,0,0,10,0,15
24000,2013.0,3,0,5,2,73000.0,0,0,0,3,9,34
9999,2015.0,13,3,3,2,91752.0,0,0,0,9,1,48
13899,2014.0,39,3,3,2,92056.0,0,0,2,10,10,4
9500,2005.0,4,0,5,2,122.0,0,0,2,2,0,38
2999,2000.0,7,0,5,2,27200.0,0,0,1,9,7,35
66999,2019.0,13,3,5,2,15280.0,0,0,0,0,0,23
4000,2004.0,3,2,3,2,155080.0,0,0,0,2,9,38
3900,2006.0,40,1,3,0,274877.0,0,1,1,9,9,48
7500,2010.0,7,0,3,2,112655.0,0,0,0,0,5,48
13900,2015.0,13,0,3,2,99835.0,0,0,0,0,1,0
15900,2006.0,13,0,6,0,168381.0,0,0,0,10,5,34
19995,2015.0,13,0,6,2,128200.0,0,0,0,10,4,26
6999,2011.0,7,2,3,2,98302.0,0,0,1,9,1,47
3400,2008.0,16,1,5,2,258000.0,0,0,1,9,10,19
3900,2003.0,7,2,5,2,162000.0,0,0,0,0,0,31
1500,2002.0,27,2,5,2,230000.0,0,0,0,0,4,19
5499,2001.0,39,3,3,2,114000.0,0,0,2,8,5,39
3000,2004.0,19,2,5,2,134000.0,0,0,0,9,4,35
3900,2002.0,31,2,3,2,202000.0,0,0,1,9,5,34
5000,2003.0,0,2,5,2,142200.0,0,0,1,9,9,17
6200,2004.0,13,2,6,2,265000.0,0,0,0,10,10,45
7499,1991.0,13,0,6,2,64000.0,0,1,2,2,8,38
3000,1988.0,20,1,5,2,200000.0,0,0,0,7,9,35
4499,2005.0,16,0,3,2,174755.0,0,0,0,0,8,31
10995,2015.0,7,0,3,2,77149.0,0,0,1,0,6,48
5495,2010.0,25,0,3,2,157786.0,0,0,1,9,5,27
9985,2013.0,21,0,3,2,120000.0,0,0,0,0,10,12
1700,2013.0,16,0,5,2,129000.0,0,0,1,5,9,31
35990,2019.0,13,2,5,2,12208.0,0,2,0,8,0,45
15988,2011.0,35,2,6,2,112734.0,0,0,0,0,5,13
8000,2004.0,13,2,5,0,269000.0,0,1,2,10,1,37
13900,2017.0,7,0,3,3,100287.0,0,0,1,9,1,20
5800,2004.0,27,0,6,2,78000.0,0,2,2,9,9,14
5970,2009.0,39,1,3,3,110174.0,0,0,1,9,0,45
9995,2008.0,6,3,5,2,101001.0,0,0,2,9,5,9
6400,2007.0,37,2,3,2,153000.0,0,1,0,12,0,4
9000,2012.0,18,0,5,2,127000.0,0,0,2,9,9,40
5500,2008.0,28,0,3,2,92185.0,0,1,1,9,10,6
3000,2005.0,32,2,5,2,170000.0,0,0,1,9,10,23
7900,1989.0,7,0,6,2,92512.0,0,0,2,3,0,22
3475,2003.0,16,0,5,2,1470000.0,0,0,1,9,9,31
3900,2006.0,16,2,5,2,83000.0,0,0,1,3,0,33
11999,2008.0,13,2,6,2,85999.0,0,0,2,12,10,35
4995,2004.0,14,0,5,2,132000.0,0,0,0,0,9,38
11900,2009.0,14,2,6,2,115743.0,0,0,0,10,10,10
6250,2012.0,7,0,3,2,110000.0,0,0,1,9,10,34
6995,2005.0,20,0,5,2,102585.0,0,0,0,0,9,35
7995,2010.0,13,1,6,2,147000.0,0,0,2,11,10,48
6995,2003.0,32,2,5,2,101183.0,0,0,1,3,0,16
14800,2014.0,13,3,3,2,90000.0,0,1,1,4,8,15
19990,2013.0,13,2,5,0,92649.0,0,0,2,10,10,38
4000,2007.0,4,2,5,2,120.0,0,1,0,9,0,34
9499,2014.0,7,2,3,2,84894.0,0,0,1,9,4,19
9950,2006.0,14,2,6,0,267880.0,0,0,0,10,10,49
2500,1999.0,37,2,3,2,196000.0,0,0,0,12,10,4
17500,2012.0,7,0,6,2,134753.0,0,0,2,10,10,34
8850,2003.0,13,2,0,2,52558.0,0,0,0,10,4,34
1111,2003.0,13,1,5,2,100000.0,0,0,1,9,5,35
9000,1995.0,13,2,6,0,154000.0,0,1,2,10,10,42
3700,2003.0,16,3,3,2,127963.0,0,0,1,9,9,34
2495,1991.0,27,2,3,2,0.0,0,1,1,2,9,38
12995,2015.0,40,0,3,0,88289.0,0,1,1,9,1,4
5500,2000.0,39,0,3,2,158123.0,0,1,1,3,1,31
23000,2011.0,13,0,3,2,156736.0,0,0,0,10,8,32
5995,1987.0,13,2,3,0,1.0,0,1,2,7,10,12
